	Feature_Name	Phenotypic_Class	Value
397	efficientnet_24	Polylobed	0.021041993814132888
398	efficientnet_24	Prometaphase	0.0
399	efficientnet_24	SmallIrregular	0.005008907666992559
400	efficientnet_25	ADCCM	6.778163544569024e-08
401	efficientnet_25	Anaphase	0.0
402	efficientnet_25	Apoptosis	0.0
403	efficientnet_25	Artefact	0.008722804543517187
404	efficientnet_25	Binuclear	0.03922733887981298
405	efficientnet_25	Elongated	0.0
406	efficientnet_25	Grape	0.012381503722223238
407	efficientnet_25	Hole	0.0
408	efficientnet_25	Interphase	0.029197982362315654
409	efficientnet_25	Large	0.0
410	efficientnet_25	Metaphase	0.009112690250374136
411	efficientnet_25	MetaphaseAlignment	0.002091652334428394
412	efficientnet_25	OutOfFocus	0.03324251135024566
413	efficientnet_25	Polylobed	0.0
414	efficientnet_25	Prometaphase	0.0
415	efficientnet_25	SmallIrregular	0.0
416	efficientnet_26	ADCCM	7.665904003974915e-08
417	efficientnet_26	Anaphase	0.0
418	efficientnet_26	Apoptosis	0.03292535512435851
419	efficientnet_26	Artefact	0.0734454093917146
420	efficientnet_26	Binuclear	0.0071457416050808385
421	efficientnet_26	Elongated	0.0
422	efficientnet_26	Grape	0.01751382565809862
423	efficientnet_26	Hole	0.002933574218577586
424	efficientnet_26	Interphase	0.01962101053582076
425	efficientnet_26	Large	0.0
426	efficientnet_26	Metaphase	0.004978928189886575
427	efficientnet_26	MetaphaseAlignment	0.007197978615920246
428	efficientnet_26	OutOfFocus	0.022621229006079012
429	efficientnet_26	Polylobed	0.058031243931221985
430	efficientnet_26	Prometaphase	0.0
431	efficientnet_26	SmallIrregular	0.02738950490232802
432	efficientnet_27	ADCCM	0.0006160854242556318
433	efficientnet_27	Anaphase	0.014054540114664015
434	efficientnet_27	Apoptosis	0.03813649396811535
435	efficientnet_27	Artefact	0.05891650517963023
436	efficientnet_27	Binuclear	0.0003039022274500402
437	efficientnet_27	Elongated	0.021677002998450726
438	efficientnet_27	Grape	0.05173436929070651
439	efficientnet_27	Hole	0.0052840753389947915
440	efficientnet_27	Interphase	0.01964099710139456
441	efficientnet_27	Large	0.009533850405210537
442	efficientnet_27	Metaphase	0.02980289477340989
443	efficientnet_27	MetaphaseAlignment	0.03272003371596137
444	efficientnet_27	OutOfFocus	0.0041593602409455074
445	efficientnet_27	Polylobed	0.009795565339430904
446	efficientnet_27	Prometaphase	0.02437056796254354
447	efficientnet_27	SmallIrregular	0.010765810264736527
448	efficientnet_28	ADCCM	0.04272200504352831
449	efficientnet_28	Anaphase	0.028521569097557115
450	efficientnet_28	Apoptosis	0.032201885727453826
451	efficientnet_28	Artefact	0.0051654212089816244
452	efficientnet_28	Binuclear	0.052909289250573394
453	efficientnet_28	Elongated	0.010017819594506752
454	efficientnet_28	Grape	0.016993396256186684
455	efficientnet_28	Hole	0.03746105970703836
456	efficientnet_28	Interphase	0.10447905312629809
457	efficientnet_28	Large	0.017570950607838705
458	efficientnet_28	Metaphase	0.0040962006394474285
459	efficientnet_28	MetaphaseAlignment	0.05658183332405684
